,userId,itemId,rating
29054,484,76093,5.0
30678,431,587,2.0
13890,295,105954,3.5
21881,527,344,3.0
9143,272,45447,3.0
54814,377,2060,3.5
83962,565,594,3.5
19713,500,38798,2.0
54522,65,63992,1.5
31845,43,4660,4.0
37584,169,2347,1.0
85627,178,5989,3.5
28756,386,37729,2.5
84486,517,109187,3.5
83151,468,1215,4.0
58875,407,58559,5.0
79354,156,4022,3.5
59071,558,41997,4.5
66497,419,1586,3.0
51246,171,858,5.0
67708,604,185,3.0
58179,515,719,2.0
45010,266,32,4.0
43478,210,3358,4.0
77956,282,2478,2.0
72204,155,1222,4.0
75093,39,3362,4.0
85649,108,5064,4.0
7834,367,80463,4.5
24634,600,1721,4.0
31766,409,72998,2.0
62007,110,1968,4.0
14419,181,3506,3.0
82687,43,93242,1.5
37958,36,2115,3.5
85983,96,1945,4.0
65954,43,2770,4.0
37389,349,4881,2.5
47806,163,158830,2.5
65752,385,596,3.0
23040,455,1291,4.0
41993,345,7438,5.0
50473,50,5,3.0
5094,475,1224,4.0
6351,364,1960,4.0
35929,263,344,2.0
20170,181,919,3.5
17746,247,2987,3.5
4181,517,57669,3.5
4518,13,2580,4.0
78777,526,1136,4.5
53072,395,4967,3.0
20219,528,104,3.0
65385,246,2736,4.0
72617,377,54259,4.0
72665,97,1917,0.5
25874,444,1483,5.0
42443,455,1209,5.0
21874,295,6155,3.5
47763,515,1136,3.0
48375,422,79132,3.0
46307,196,4,3.0
584,62,73017,3.5
72091,501,3758,3.0
63800,386,7149,3.0
43046,80,208,2.0
25452,444,1729,5.0
48430,143,1073,5.0
81128,159,44665,3.0
56152,150,68237,4.0
25580,366,79553,3.5
459,185,68954,5.0
21405,185,4677,2.0
23523,364,2291,3.0
30507,74,91529,4.5
70800,159,86960,2.0
6733,68,118,3.0
23074,59,4308,3.0
11069,43,106062,4.0
72154,475,45880,3.0
17268,368,110,4.5
22725,277,3347,4.0
14805,588,135137,3.0
80623,377,8366,4.0
9178,158,1672,2.0
2508,528,2795,3.5
2999,494,48774,3.0
52765,500,33171,3.5
57661,421,4027,5.0
15743,295,103883,3.5
70182,482,56715,5.0
72512,366,60756,4.0
51395,82,8784,4.0
41489,24,2019,4.5
6226,314,5254,3.0
30115,58,2671,1.0
82139,475,30749,4.5
69763,565,4662,3.0
61793,171,1976,0.5
32693,11,1717,2.0
40170,376,2421,2.0
37349,601,141,5.0
32032,286,329,3.0
2601,44,7024,4.0
15985,171,2186,4.5
36233,528,4677,2.5
36234,19,3386,4.0
38451,431,26871,2.5
61723,348,153,3.0
10596,105,3471,3.5
32290,134,3704,3.5
41276,228,617,2.5
27640,546,2746,3.5
35373,66,1196,4.0
6648,569,45,2.0
23099,255,2791,5.0
60487,565,2924,3.0
1048,178,2080,3.5
45965,409,71535,4.0
13553,296,175303,3.5
54281,199,6874,4.0
5265,110,6238,4.0
1146,34,2858,4.0
42362,334,6934,2.0
45199,541,1269,3.5
10368,547,5472,4.0
24487,80,2054,3.0
2342,295,1391,0.5
47550,405,44694,4.5
21799,367,1997,4.5
58760,12,1272,5.0
90322,138,2858,5.0
29202,519,410,2.5
16752,171,534,5.0
28288,475,158,2.0
28284,505,3176,1.0
19162,500,1476,3.0
44821,526,1835,3.0
886,185,1380,1.0
85858,475,4980,2.0
88105,501,2118,3.0
89106,525,4439,4.0
4737,588,4027,3.0
69009,272,47518,3.5
56233,235,66,3.0
23326,517,63876,4.0
86531,23,367,3.5
70444,43,157122,3.0
44051,565,2371,2.5
74825,67,367,3.0
57641,421,337,5.0
78660,181,42007,3.0
14634,570,70,3.5
18588,43,62434,4.5
25957,65,558,2.5
63014,8,4878,4.5
5274,475,33672,4.0
52558,80,595,2.5
66466,219,2169,4.0
46972,90,788,3.5
9304,385,2081,2.0
3049,560,2918,5.0
86693,404,165,5.0
83525,584,5707,3.5
87875,68,606,2.0
34086,565,2252,3.0
31080,470,5620,3.0
56206,44,4993,3.0
3673,137,5,3.0
37359,464,1573,4.0
39562,349,300,2.0
85225,253,5299,2.0
34111,108,72226,4.0
76342,110,207,3.5
66209,178,1997,4.0
48169,519,2407,3.0
33061,149,7451,2.5
15598,600,4848,5.0
34594,229,69122,4.0
58518,512,33493,4.0
58984,107,1032,4.0
18560,248,137857,4.0
26658,106,145,3.5
14814,475,2736,4.0
40086,40,2395,2.5
39618,421,1616,5.0
54877,560,780,3.5
693,576,919,3.5
48144,525,522,4.5
76901,309,68358,5.0
37842,474,3147,3.5
23948,56,110,5.0
60772,332,40819,3.5
31267,295,77561,4.0
8532,78,5463,3.0
61375,534,34048,4.0
28280,565,128852,3.0
17874,431,1282,3.5
60635,43,1954,4.0
87454,62,4545,3.5
79957,138,1200,4.0
32487,355,2918,4.5
59990,240,3623,3.0
26524,565,2243,2.5
22929,294,3178,3.5
49828,565,2383,0.5
59306,314,53322,5.0
3456,427,31433,4.0
19848,34,2395,4.0
37262,13,1860,2.0
4993,235,656,4.0
34955,108,61323,3.5
62633,431,5378,3.0
69595,13,253,3.0
85917,488,5952,4.5
17036,443,102445,2.0
17214,330,50,4.5
58269,352,1261,3.0
88832,534,6537,2.5
89239,181,2324,3.5
8368,588,5669,0.5
35764,305,112552,4.5
25935,99,3504,4.5
29762,43,39183,3.0
32118,104,51935,4.5
1363,54,2002,2.0
5629,455,48780,4.5
31509,274,2456,2.0
33873,273,1193,4.0
83216,342,5952,3.0
76345,367,2144,4.5
81510,459,2641,3.5
15028,429,2005,4.5
55648,569,1772,1.0
66703,602,2997,3.0
16059,222,5902,3.5
88212,449,592,3.0
71347,219,3108,5.0
13271,214,2324,0.5
76704,514,62999,3.0
56445,213,3785,3.0
82253,120,108932,5.0
45330,13,4432,5.0
43612,181,6959,2.5
62478,404,516,5.0
33454,423,2683,3.0
52117,348,1257,5.0
33545,0,48304,4.0
11669,381,338,3.0
26211,604,915,3.0
31703,228,63082,3.5
23028,600,69406,4.0
25269,517,5669,3.5
58218,382,2916,4.0
63579,44,135288,3.0
45135,500,2001,2.5
68474,374,2572,5.0
84193,181,1128,2.0
32934,565,102735,0.5
27757,440,457,4.0
10938,80,8865,2.0
75047,509,112421,4.5
43664,421,1343,5.0
32798,474,7162,4.5
25350,62,110773,0.5
49661,108,750,4.5
78967,446,4299,3.0
70025,120,6604,4.0
47677,475,171763,5.0
1245,76,1201,3.0
23678,6,3479,1.5
28421,409,593,4.0
37759,382,71429,1.5
27539,263,435,2.0
14180,282,2373,1.0
26042,107,4792,4.5
29134,282,2926,2.0
55773,604,3167,3.0
79335,171,6669,4.0
3499,318,2605,3.0
28753,183,7254,2.5
35087,276,4270,4.0
55314,596,88129,4.0
42642,19,1327,5.0
46925,547,4639,4.5
61738,389,337,4.0
57338,340,5608,4.5
88496,600,88125,2.5
1055,475,338,2.0
46950,159,5093,3.0
13101,534,5502,4.0
56590,492,448,3.0
54571,565,435,1.5
44216,240,3481,3.0
67302,39,50,3.5
88637,453,160954,3.0
51158,221,66,3.0
31140,335,1088,4.0
72263,204,296,4.5
79383,364,288,3.5
43934,149,8949,2.5
13930,246,19,2.0
75134,0,3563,2.0
39300,2,923,4.5
10906,246,415,2.0
79528,384,150,4.0
87486,379,111443,2.5
37190,384,40819,4.5
53031,472,1263,0.5
8066,66,8024,4.0
84899,540,1372,3.0
41783,196,326,3.0
31354,509,4308,3.5
73176,534,5952,4.5
13961,500,5673,3.5
41059,24,3671,4.5
7760,422,3000,5.0
45824,222,2788,4.0
14688,220,733,3.0
79061,429,1784,3.5
54914,43,6503,1.0
12174,43,78499,5.0
62009,171,965,4.0
6109,243,122922,4.0
5670,131,3082,2.0
64639,481,5502,3.5
71876,97,2081,0.5
14193,512,364,3.5
56106,503,2174,3.0
85117,171,1035,5.0
19556,296,91529,4.0
83109,565,132084,2.5
71043,184,58559,4.0
71609,500,2012,3.0
42517,218,5074,2.0
47199,592,66203,3.5
77255,182,441,4.0
59066,384,74458,3.5
14401,397,5669,5.0
84392,62,95441,2.5
16129,266,384,3.5
13931,14,356,5.0
81392,0,4874,4.0
30431,157,589,5.0
80819,300,329,3.0
42347,123,1735,2.0
70797,302,7361,2.5
83328,52,2321,4.0
36643,449,2278,5.0
58827,280,171,5.0
51324,162,63062,3.0
39520,542,2599,4.0
6338,547,480,4.0
50025,349,733,1.0
12106,339,382,4.5
63642,149,5452,3.5
45247,366,155064,2.5
40736,85,3253,3.0
85640,52,2470,3.5
67297,583,50,2.0
54956,131,3260,3.0
8665,105,6537,3.5
60768,150,74545,4.0
39899,110,40955,4.0
62336,277,2155,5.0
54297,444,58295,5.0
1083,248,45720,4.5
43711,395,2947,4.0
73755,10,637,1.0
35050,455,7293,3.0
51142,74,100611,3.5
55386,475,2095,3.0
9664,294,99813,4.5
90497,83,204,2.0
54318,138,2641,4.0
19140,475,7150,3.0
7020,198,3948,4.0
6802,240,1221,3.5
24541,178,1214,4.5
71934,481,5481,0.5
7904,481,3176,3.5
26881,534,91529,4.0
38046,479,62434,4.0
69330,401,1895,2.0
70396,108,6503,1.5
85004,282,3247,3.0
89007,149,4951,3.5
18212,377,5664,1.5
27790,428,216,4.0
75062,307,356,4.0
11108,178,3635,3.5
571,528,2015,3.5
37724,574,1060,5.0
20035,91,288,4.0
38310,52,33679,3.5
85224,517,8190,4.0
2193,362,2302,3.0
25306,46,1037,2.0
36055,231,2091,3.0
78559,565,2406,2.5
65698,192,42718,4.5
70242,369,195,2.0
14744,64,337,4.0
59899,408,640,4.0
44733,526,709,2.5
87129,319,8464,4.0
49465,39,2395,3.5
3575,53,193581,4.0
32044,481,46578,4.0
13371,181,1848,3.0
180,40,596,3.0
38384,231,1590,3.0
17396,171,1552,3.5
13091,171,6982,3.5
58708,380,2355,4.0
31066,107,1251,4.5
55063,546,2916,3.5
12419,530,880,2.0
45591,196,356,5.0
66713,300,3681,4.0
50336,108,6377,4.0
30675,282,3363,3.0
31195,288,4995,5.0
46437,24,62336,5.0
16324,281,71535,4.0
32770,43,87232,4.0
65360,105,37857,3.0
88512,171,748,3.5
67382,159,99112,3.0
58637,178,2628,2.5
86459,314,5630,5.0
66742,552,1387,3.5
49923,149,1591,2.0
15198,121,79132,1.0
42158,228,3481,4.0
34095,246,1663,4.0
5437,474,1234,5.0
78652,154,88125,4.5
83406,503,2916,4.0
66272,156,34,4.0
577,196,6,4.0
2120,475,915,4.0
74526,526,106072,3.5
61751,52,4246,3.5
88566,282,516,2.0
3192,110,2724,3.0
75884,604,7008,5.0
73606,443,4036,1.5
88548,185,91094,1.0
52628,378,30850,3.5
38143,181,54997,3.0
44379,171,25750,4.0
34034,178,3052,2.5
38119,409,134130,3.0
35682,475,2148,2.0
31237,565,34150,2.5
15730,609,3949,4.5
78184,171,3362,3.5
57847,500,39381,4.0
4767,96,1807,3.0
23716,108,59615,3.0
29112,273,4025,2.0
41880,579,231,4.0
11676,114,282,4.0
67793,565,81562,4.0
2985,171,1211,3.0
4986,0,1562,3.0
36046,68,457,4.0
35723,481,3556,3.0
42403,277,1302,5.0
36573,522,7373,2.0
77099,494,1909,2.5
38854,159,8665,4.0
84172,182,3994,2.0
80611,159,5956,4.5
23504,159,88140,4.0
19697,570,80463,4.0
2574,554,272,4.0
73033,524,103249,3.0
10965,348,1206,5.0
48110,171,7980,3.5
34816,108,66097,4.0
79411,430,55908,4.0
37066,431,78703,4.0
80139,231,344,4.0
28163,565,5026,2.5
23084,268,2311,3.0
82200,217,4226,4.5
28970,108,2161,4.0
38259,43,1288,5.0
2473,298,3618,3.0
82136,388,41,5.0
2073,475,7165,3.0
90226,475,1635,4.0
25376,5,1206,4.0
7283,474,3093,3.5
75531,488,5909,4.0
13078,598,3512,3.0
77632,43,138546,1.5
27643,481,3742,4.5
23387,159,86644,3.5
26113,120,73106,1.5
14264,382,2060,3.0
65878,512,1250,5.0
84408,196,1009,3.0
67943,552,3753,4.5
77679,276,318,5.0
31470,501,1208,5.0
58807,138,2411,2.0
8393,475,7034,5.0
53361,372,109374,3.0
50022,108,99030,4.0
3047,395,2232,4.0
4383,552,59369,3.0
24683,417,19,2.0
10629,431,141,3.0
82247,494,94864,3.0
87306,440,160,2.5
64501,565,4580,0.5
65186,210,2411,2.0
49111,501,198,2.0
18220,443,122892,2.0
75443,171,2729,3.5
31600,570,4973,5.0
2341,534,6754,3.0
20577,62,1544,2.0
54557,334,306,4.5
33775,149,31420,4.0
3951,193,3363,4.5
6322,449,2574,3.0
63467,185,7361,1.5
58925,226,5444,4.5
3382,565,2572,3.0
35732,501,3529,3.0
23430,92,1459,4.0
18563,108,139655,3.0
35445,372,1225,3.5
8726,526,1088,3.5
14046,124,595,5.0
6186,475,3704,3.0
46842,514,380,4.0
57680,2,1022,4.5
1713,352,1291,4.0
46096,0,55232,3.0
77325,509,3307,5.0
5615,241,6016,4.0
29643,512,1320,2.5
89617,475,2502,4.0
63290,411,163,4.0
81734,441,3244,4.0
50167,69,500,4.0
79571,13,426,4.0
68968,43,21,2.0
14565,240,6593,3.0
54054,268,541,5.0
9975,276,5400,2.5
6000,377,648,2.0
39042,44,170945,3.5
30496,365,1193,5.0
87894,500,37380,1.0
11797,525,2959,5.0
85879,518,8970,3.5
60006,110,1273,4.0
70760,62,54732,3.5
51448,43,5636,3.0
10306,475,5481,3.0
22369,120,8978,2.5
71213,65,158,3.5
48641,592,82167,3.5
23727,246,2041,2.0
3664,271,718,4.0
73364,282,1304,3.0
32329,565,123310,2.0
58011,108,2985,5.0
67985,45,117590,5.0
29736,494,72998,3.0
63949,210,2147,3.0
71340,248,762,3.0
82525,352,2395,3.0
4437,134,4623,4.0
57953,455,2683,2.5
87828,431,142488,4.5
2298,377,42725,3.0
78818,43,98296,1.5
15853,169,2502,4.0
70124,43,108715,1.5
71475,246,1968,3.0
63042,600,108928,3.0
83570,279,1208,4.0
35851,43,4471,0.5
5093,423,1566,3.5
28007,181,2396,4.0
74126,314,68954,5.0
58730,258,784,4.0
30241,339,3307,5.0
10051,43,44191,3.0
62027,159,70286,4.0
85350,6,8874,4.5
84675,382,1240,4.0
35561,249,2692,4.0
83701,558,2959,5.0
51267,74,4016,4.0
23547,268,3032,5.0
68,11,104076,3.5
72773,565,105020,1.5
84372,605,231,5.0
39714,413,750,5.0
55964,362,4963,4.0
8882,149,3286,2.5
30940,286,45499,1.5
29296,44,34048,1.0
50416,272,596,3.5
54247,221,474,4.0
86073,149,1261,4.5
80302,522,1282,3.5
53166,376,2082,3.0
14595,43,139385,3.5
65699,171,7347,3.0
63280,447,60408,5.0
37994,533,509,5.0
55769,44,106002,2.0
21012,43,1389,1.0
37943,159,37386,2.5
13799,598,5881,5.0
55911,108,6156,3.5
47393,472,1093,0.5
82632,267,1196,5.0
29667,273,30810,4.5
22435,335,1269,3.0
35226,88,539,4.0
56162,607,4973,5.0
8781,525,471,4.5
70692,409,148626,3.5
89763,140,292,2.0
25989,447,6373,5.0
32702,283,5618,4.0
25286,159,97921,4.5
15033,523,7982,0.5
83851,43,1030,4.0
9915,182,3039,5.0
3298,171,3481,5.0
43406,271,6934,3.5
83464,520,296,4.5
16402,13,2944,4.0
63523,475,5437,3.0
48211,531,316,5.0
71907,545,2353,4.0
48225,24,56174,4.0
80643,519,586,1.0
60003,352,1320,4.0
12196,276,31878,3.5
41380,349,4047,3.5
5173,452,485,3.0
80571,134,110553,2.0
72356,598,1959,5.0
66931,122,4022,3.0
47141,247,1249,4.5
28015,588,101415,1.5
58332,431,33672,1.5
33040,273,3477,3.5
58880,192,83613,3.5
64183,408,208,4.0
7357,525,6857,1.5
1609,0,6220,4.0
38969,555,229,3.0
76600,525,4247,2.5
87627,128,685,5.0
31114,576,3998,2.0
7735,36,541,4.0
15914,108,97913,4.0
51806,120,107951,5.0
37147,266,594,3.0
13497,149,85414,4.5
51334,184,1732,4.5
51083,417,780,4.0
588,11,59315,4.0
52156,541,480,3.0
2821,246,3685,3.0
3268,565,115617,2.0
82286,272,6378,4.5
60190,552,48043,3.5
86439,13,501,5.0
50892,222,51412,4.5
39052,159,106916,4.0
86356,142,1246,5.0
6383,481,4084,2.5
52034,604,2617,3.5
2384,503,1097,3.0
71390,585,2710,3.0
64221,68,1089,3.0
73727,149,27772,2.5
84482,569,1580,3.0
36311,0,5507,3.0
52887,155,648,4.0
17206,305,49272,5.0
26210,0,152,1.0
80496,171,906,5.0
31678,537,4844,1.5
79106,497,68358,4.0
22792,134,8644,2.5
38306,159,6155,3.0
80486,71,16,3.5
83450,500,780,3.0
11715,218,1233,4.0
42383,517,72356,4.5
76803,120,167854,4.5
45886,157,1587,2.0
26786,108,1300,4.5
73039,13,322,4.0
28888,541,1517,4.0
76738,455,67255,4.5
85464,528,37857,3.0
85137,406,296,4.5
89550,574,4308,5.0
54511,228,1258,4.0
13313,215,920,5.0
73226,446,60397,4.5
47927,446,105,4.0
30172,267,2890,4.0
44877,600,164909,5.0
79451,7,1270,4.5
25574,475,5137,5.0
61045,517,2018,4.0
35431,408,1377,2.0
23165,594,5398,4.0
59501,35,912,5.0
58058,236,1037,3.0
53406,514,296,3.0
1982,0,4014,3.0
37639,97,5791,4.5
25557,282,2477,3.0
82885,415,161,3.0
36886,416,81845,5.0
59539,526,27772,3.0
76046,464,4444,5.0
15633,517,74795,4.0
45008,192,80615,4.0
86399,390,3252,1.0
26579,171,7700,4.0
32943,475,94,5.0
25119,223,315,2.0
6526,294,6763,2.0
81008,134,78105,3.0
52059,442,1262,5.0
32663,580,2028,4.5
21000,555,6947,3.5
35575,183,1201,4.0
5116,526,3364,3.5
55195,357,765,4.0
89746,425,98809,5.0
50928,65,595,3.5
84012,171,249,4.0
34895,266,1297,2.5
72539,497,953,2.0
45914,105,931,4.0
54590,24,3108,3.0
46726,108,79057,3.5
71598,35,1073,2.5
39160,270,784,1.5
67890,2,81847,5.0
973,542,5876,5.0
70032,509,6214,4.5
24043,197,594,4.0
70103,431,93840,3.5
35085,181,5522,3.0
64535,213,91500,4.0
58173,134,34,2.5
78296,149,5064,3.5
473,309,60684,4.0
58157,213,107406,4.5
78994,88,265,3.0
81489,201,4121,3.0
19763,404,225,4.0
46861,453,139644,3.5
64184,266,316,4.0
7631,159,3005,4.0
58542,181,3930,1.0
72379,0,167746,5.0
41293,382,52328,3.0
8616,219,4865,5.0
88474,500,1101,4.0
26721,525,4874,4.5
88622,0,56003,3.0
34752,71,3826,2.5
36682,178,49278,3.0
58016,13,3983,3.0
73144,149,3977,2.0
78171,565,911,3.0
81370,201,253,4.0
71385,595,162,5.0
80036,509,47610,3.5
27959,181,3846,3.5
55425,525,2558,1.0
61788,43,2380,2.0
22578,171,4564,2.0
16810,266,832,3.0
50607,526,56941,5.0
5430,395,454,3.0
65932,127,3114,2.0
31143,525,7147,4.0
60173,325,5952,5.0
11543,276,34334,2.5
43441,272,1198,4.0
77103,323,73017,5.0
90735,11,8957,0.5
29880,226,187593,5.0
90090,222,5669,4.0
8426,2,32587,4.5
16665,431,2719,3.0
88997,6,91529,5.0
81603,225,6016,3.5
4937,599,671,5.0
45556,72,63082,5.0
22436,52,7438,4.0
27708,43,3317,4.0
53198,305,2701,3.0
20147,309,27611,0.5
33405,186,180,4.0
71504,397,3671,4.5
25613,519,2001,3.5
25976,68,709,2.0
39032,475,5984,3.0
85616,159,4993,5.0
73308,500,2657,3.0
61154,33,1061,4.0
90673,528,186,2.5
86632,525,8581,4.5
2344,91,590,3.0
78561,65,2918,4.5
75010,552,48,2.5
17150,97,1517,1.5
62412,178,785,1.5
71206,53,33794,4.0
80645,343,3672,5.0
50983,53,162968,4.0
85840,525,7802,4.0
24211,534,7153,4.5
80313,481,5989,3.5
21904,526,96610,3.0
57810,159,1101,3.5
52774,440,1,4.0
80475,108,102070,3.0
31395,376,317,5.0
66946,80,4247,1.0
43235,579,585,4.0
28583,552,33499,2.5
860,431,1967,2.5
46721,154,527,4.5
69690,481,61323,4.0
50823,20,2728,2.5
15312,146,708,3.0
3640,215,4146,1.0
64949,120,72692,5.0
82331,321,5673,2.0
43189,1,6874,4.0
88958,382,1587,3.0
87881,474,3361,5.0
43486,229,121129,2.5
25236,573,1259,4.0
27352,475,87192,4.0
59594,24,6857,4.0
71343,473,2840,2.0
60716,565,1059,3.0
18634,13,556,4.0
59859,314,27706,4.0
48274,319,318,4.0
21891,210,1179,4.0
30715,228,3264,1.0
39793,63,51834,3.0
62733,574,1961,4.0
41400,266,2115,3.5
58895,218,1361,4.5
30622,11,8949,4.5
72523,376,2028,3.0
4111,247,39292,4.0
54262,44,103141,2.5
64805,182,4963,4.0
27752,474,593,4.0
8626,475,1257,5.0
14146,475,3526,4.0
18917,282,2391,4.0
4888,196,1271,4.0
29175,62,78772,1.5
81127,71,608,4.0
79450,532,45517,4.0
3733,604,3176,4.0
24707,222,3785,2.0
20955,13,3317,5.0
67066,120,141544,2.5
76748,23,6686,3.5
39470,101,3969,3.5
13974,15,592,3.0
46186,277,1266,5.0
57061,468,733,2.0
83198,570,1387,4.0
25364,43,94953,2.0
69906,475,1569,4.0
29529,68,1339,2.0
13307,331,3706,4.0
10689,452,786,3.0
2232,68,611,2.0
74766,389,145,4.0
56385,24,72226,4.5
63405,11,3301,4.5
62168,169,2355,4.0
83973,282,3548,4.0
45232,13,3752,1.0
21145,537,1682,3.0
24476,416,2628,3.0
62752,559,1224,3.0
61361,0,45081,5.0
13633,379,440,2.5
956,246,3130,2.0
46259,13,1378,1.0
46711,171,1260,4.0
73409,483,5481,3.5
77355,295,3462,3.0
90246,178,52287,3.0
38985,186,256,3.0
63386,11,2916,4.5
76060,290,5418,4.5
49744,78,4993,4.0
16346,525,5872,3.5
10570,565,6016,3.0
80647,560,8807,5.0
22629,262,1196,4.0
84375,325,116823,4.0
80367,43,2858,4.0
55013,382,26471,4.0
45541,431,1805,3.0
53161,231,3206,3.0
30670,188,122886,4.5
1848,525,5650,2.0
8531,434,5349,5.0
35055,69,648,3.0
73380,46,1240,4.0
39299,250,2641,3.0
69877,306,484,1.0
80998,171,8921,3.5
64828,183,61323,3.5
81557,365,908,4.0
6886,566,80463,4.0
72740,108,135569,3.5
41236,105,6942,3.0
72339,552,46970,3.5
83187,171,6170,3.5
74280,475,67255,4.5
73223,565,2529,4.0
21667,500,30707,4.0
90192,43,140928,3.0
51144,235,785,5.0
88247,161,1805,4.0
63107,248,208,3.5
56934,282,788,2.0
77175,43,82852,2.0
80665,147,7173,3.0
81234,202,3682,5.0
35006,443,69481,1.0
14278,569,1597,2.0
67137,169,2959,4.0
32532,565,2985,4.0
64732,500,235,3.0
45995,424,588,3.0
33865,94,69844,3.5
31073,68,423,3.0
76158,502,1835,3.5
56016,376,65,3.0
62795,352,1449,4.0
82572,171,4014,3.0
82886,43,120783,2.5
45872,453,5010,4.5
13426,134,7153,5.0
29582,13,3219,2.0
46605,181,46967,2.5
75725,505,1213,5.0
28546,171,3087,1.5
38824,171,1398,2.5
6108,16,6460,5.0
83875,431,3396,3.5
36560,107,3070,4.5
50629,203,69481,5.0
19029,499,7564,4.5
39711,488,5378,2.0
6530,353,30749,4.5
10830,500,2406,4.5
67493,97,5540,2.5
15183,526,50,4.0
90002,295,2989,4.5
41166,471,1372,4.0
89094,574,4901,5.0
46056,528,4069,2.5
72236,481,4643,0.5
62184,475,3317,4.0
42523,431,6707,2.0
56418,372,32875,3.0
84301,397,7063,3.0
52308,239,113829,5.0
11001,565,5221,3.0
52009,62,53125,3.5
14036,582,317,5.0
2713,13,2144,4.0
40799,449,457,4.0
2753,273,1517,4.0
20258,148,1193,3.5
36468,363,318,5.0
42134,39,4642,5.0
75503,372,8368,3.0
2825,85,125,5.0
49323,106,2841,4.0
60125,248,32296,1.0
1257,431,2890,3.0
68306,71,29,3.0
16873,421,3633,3.0
21141,515,1080,2.0
43042,271,5377,2.5
81572,295,45186,3.5
55969,44,108190,0.5
4441,555,2359,3.0
39829,349,48326,2.5
4719,395,778,5.0
90128,475,6002,3.5
56194,377,473,1.5
59175,39,53956,3.5
50247,472,3024,4.5
88416,105,1091,1.5
36846,377,7701,0.5
28918,558,72378,4.0
11374,349,58293,0.5
49235,313,168,4.0
38823,149,54785,3.5
19230,556,1089,4.0
42835,274,1972,4.0
53010,565,1271,2.5
20837,362,56174,3.0
83942,150,589,4.0
42337,155,2959,4.0
69311,541,54259,4.0
22856,105,2599,4.0
48804,185,2858,1.0
29942,565,4321,3.0
89652,377,8835,1.0
77348,120,7067,2.5
57990,336,1499,2.5
81412,481,353,4.0
35998,171,6662,2.5
52322,497,1265,3.0
13340,210,852,4.0
41605,562,293,3.0
27088,507,103253,3.5
23750,0,54999,5.0
69097,526,58047,3.5
26890,314,107348,4.0
67517,43,2404,1.0
35651,352,300,4.0
72308,77,33615,4.5
67861,149,74532,2.5
9079,234,54001,4.0
29525,431,69844,4.0
73246,134,2411,3.5
9802,474,49530,4.0
34717,171,8645,4.0
42925,449,1476,4.0
20610,500,49286,2.0
51798,13,597,3.0
48923,108,113780,3.0
47210,68,965,2.0
17572,186,9,3.0
74535,479,6863,3.0
38887,171,2058,4.0
50103,101,59725,3.5
46603,534,57669,5.0
87956,525,3556,4.5
43264,108,4344,2.5
77843,149,908,3.5
15954,266,3249,3.0
81635,402,799,4.0
52221,298,2248,5.0
69745,181,2163,2.0
69060,192,71254,3.5
46766,170,2384,2.0
52045,171,6948,4.0
32580,365,8961,3.5
63108,155,6378,4.0
30432,221,432,5.0
80408,549,7371,4.5
65781,523,1974,3.5
70410,416,33794,4.0
9646,475,2416,4.0
35820,468,1233,5.0
15905,608,2692,4.5
52851,61,69,5.0
51278,254,3996,4.0
36224,181,4047,3.0
11982,449,410,2.0
37099,323,468,3.5
5296,314,63992,1.0
58198,473,5349,4.0
31999,24,6708,3.5
20638,149,5952,3.5
79304,401,4979,4.5
11847,149,54997,4.0
21059,74,78499,4.5
64996,105,26052,4.0
4254,475,2335,4.0
58987,219,1639,5.0
8428,382,1274,4.0
27679,565,4553,3.5
67716,240,5630,4.0
12277,413,910,5.0
49891,171,508,3.0
40728,286,1831,2.5
63426,498,231,4.0
47282,258,766,3.0
12853,218,5747,4.5
79172,379,153,2.0
75967,68,2206,3.0
28479,272,6365,4.0
7830,11,2420,4.0
5611,408,2316,4.0
65127,13,3431,1.0
75770,210,110,4.0
14970,453,4239,3.5
54386,387,3504,4.5
24833,181,4719,3.0
80380,441,587,5.0
40392,156,1282,4.5
84296,159,45666,3.0
57340,149,2572,3.0
2383,81,3617,2.5
62287,250,5296,4.0
31321,473,2763,4.0
52886,53,122922,4.5
39532,108,73741,3.0
64139,431,1873,3.5
33834,105,5531,3.0
48780,565,49110,2.0
66270,73,339,5.0
65657,423,260,3.5
58907,343,1393,4.0
32826,181,60126,3.5
30987,355,25,4.0
50246,43,74789,3.0
8419,586,2005,2.0
492,419,724,3.0
50537,565,5574,3.0
28073,566,2918,2.5
48761,507,2953,4.0
50879,474,49910,2.5
74494,542,364,5.0
12001,421,10,4.0
38415,323,4993,4.0
40520,310,7153,4.0
33162,190,3717,3.0
82373,305,89087,4.5
58252,516,7541,2.5
41608,542,367,5.0
83288,142,1721,4.5
43018,235,829,4.0
27808,460,3702,3.0
22127,203,85414,3.0
90421,565,802,2.5
34,159,5784,2.5
11882,305,117887,4.0
650,596,5949,5.0
4515,604,3224,5.0
26231,566,5810,3.0
37206,366,223,5.0
20760,500,1225,5.0
81649,377,47518,0.5
44944,110,5364,3.0
62135,228,1917,3.0
67524,340,608,5.0
6509,12,1267,5.0
79269,222,5881,3.5
13831,6,333,5.0
3439,565,86880,2.5
25426,107,2641,3.0
5745,105,5046,2.5
13098,108,5110,4.0
64095,431,165,3.5
19090,475,51084,3.0
29783,131,1223,4.0
70765,107,7063,5.0
49612,474,1230,2.0
6521,298,4023,5.0
43256,268,2406,2.0
79288,348,2130,3.0
